"URL ID",URL,Status,Content,"External Or Internal"
121,https://thecompliancestore.com/documents/NY%20-%20LTC%20Regs.pdf,302,,external
122,https://thecompliancestore.com/documents/NC%20-%20LTC%20Regs.pdf,302,,external
123,https://thecompliancestore.com/documents/ND%20-%20LTC%20Regs.pdf,302,,external
124,https://thecompliancestore.com/documents/OH%20-%20LTC%20Regs.pdf,302,,external
125,https://thecompliancestore.com/documents/OK%20-%20LTC%20Regs.pdf,302,,external
126,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1783,0,,external
127,https://secure.sos.state.or.us/oard/displayDivisionRules.action;JSESSIONID_OARD=4bFIfS7Dd7SefcOBTIoB8sTpn_J8Omo2Wb-p7pNrO65XlvUwhDQs!-268141702?selectedDivision=1784,200,,external
128,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1785,200,,external
129,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1786,0,,external
130,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1789,200,,external
131,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1790,0,,external
132,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1791,0,,external
133,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1792,200,,external
134,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1793,200,,external
135,https://www.pacode.com/secure/data/028/subpartIVCtoc.html,301,,external
136,https://thecompliancestore.com/documents/RI%20-%20LTC%20Regs.pdf,302,,external
137,https://thecompliancestore.com/documents/SC%20-%20LTC%20Regs.pdf,302,,external
138,https://thecompliancestore.com/documents/SD%20-%20LTC%20Regs.pdf,302,,external
139,https://thecompliancestore.com/documents/TN%20-%20LTC%20Regs.pdf,302,,external
140,https://thecompliancestore.com/documents/SB%20304%20Texas%20LTC%20three%20strikes%20bill.pdf,302,,external
141,https://thecompliancestore.com/documents/Texas%20LTC%20facility%20bill%20analysis%20-%20SB%20304.pdf,302,,external
142,https://thecompliancestore.com/documents/TX%20-%20LTC%20Regs.pdf,302,,external
143,https://thecompliancestore.com/documents/UT-%20General%20HCF%20Rules%20r432.pdf,302,,external
144,https://thecompliancestore.com/documents/Utah%20Code.pdf,302,,external
145,https://thecompliancestore.com/documents/VT%20-%20LTC%20Regs.pdf,302,,external
146,https://thecompliancestore.com/documents/VT%20Long%20Term%20Care%20Statutes.pdf,302,,external
147,https://thecompliancestore.com/documents/VA%20-%20Nursing%20Facilities%20regs.pdf,302,,external
148,https://thecompliancestore.com/documents/WA%20-%20LTC%20Regs.pdf,302,,external
149,https://thecompliancestore.com/documents/WV%20-%20LTC%20Regs.pdf,302,,external
150,https://thecompliancestore.com/documents/WI%20Nursing%20Home%20Regulations.pdf,302,,external
151,https://thecompliancestore.com/documents/WY%20-%20LTC%20Regs.pdf,302,,external
215,https://www.adph.org/HEALTHCAREFACILITIES/assets/AsstedLivingRules112015.pdf,200,,external
216,https://www.adph.org/HEALTHCAREFACILITIES/assets/SCALFRules.pdf,200,,external
217,https://dhss.alaska.gov/dhcs/Documents/0.Res.Licensing.Background/ALHRegulationsandStatutesEffectiveasof3-7-09.pdf,200,,external
218,https://apps.azsos.gov/public_services/CodeTOC.htm,301,,external
219,https://humanservices.arkansas.gov/images/uploads/dms/alfi.PDF,301,,external
220,https://humanservices.arkansas.gov/images/uploads/dms/alfii.pdf,301,,external
221,https://humanservices.arkansas.gov/images/uploads/dms/rcf.pdf,301,,external
222,https://www.cdss.ca.gov/Portals/9/rcfeman1.pdf?ver=2017-02-13-082151-983,200,,external
223,https://www.cdss.ca.gov/ord/entres/getinfo/pdf/rcfeman2.pdf,200,,external
224,https://www.cdss.ca.gov/Portals/9/rcfeman3.pdf?ver=2017-02-13-083132-730,200,,external
225,https://www.cdss.ca.gov/Portals/9/rcfeman4.pdf?ver=2017-02-13-082405-417,200,,external
226,https://thecompliancestore.com/documents/CA%20Residential%20Health%20Care%20Facility%20Health%20and%20Safety%20Code%20for%20the%20Elderly.pdf,302,,external
227,https://thecompliancestore.com/documents/CO%20Assisted%20Living%20Regulations%20Chapter%207.pdf,302,,external
228,https://eregulations.ct.gov/eRegsPortal/Browse/getDocument?guid={FE2D17AD-F8B5-4B87-9EB9-02BB3519E8ED},200,,external
229,https://regulations.delaware.gov/AdminCode/title16/Department%20of%20Health%20and%20Social%20Services/Division%20of%20Long%20Term%20Care%20Residents%20Protection/3225.pdf,404,,external
230,https://doh.dc.gov/sites/default/files/dc/sites/doh/publication/attachments/AssistedLivingLaw.PDF,301,,external
231,https://thecompliancestore.com/documents/Florida%20ALF%20Statues.pdf,302,,external
232,https://ahca.myflorida.com/MCHQ/Field_Ops/Regulations/Current_Reg_Files/Assisted_Living_Facility_ST_A.pdf,303,,external
233,https://www.flrules.org/gateway/readFile.asp?sid=0&amp;tid=0&amp;cno=58A-5&amp;caid=840619&amp;type=4&amp;file=58A-5.doc,500,,external
234,https://dch.georgia.gov/sites/dch.georgia.gov/files/related_files/document/IGs_for_Personal_Care_Homes-07-18-13.pdf,200,,external
235,https://dch.georgia.gov/sites/dch.georgia.gov/files/related_files/document/alc_interpretive_guidelines_7-19-2013.pdf,200,,external
236,https://dch.georgia.gov/sites/dch.georgia.gov/files/PCD%20rules52018.pdf,404,,external
237,https://dch.georgia.gov/sites/dch.georgia.gov/files/ALC%2052018.pdf,200,,external
238,https://health.hawaii.gov/opppd/files/2015/06/11-90.pdf,200,,external
239,https://legislature.idaho.gov/wp-content/uploads/statutesrules/idstat/Title39/T39CH33.pdf,200,,external
240,https://adminrules.idaho.gov/rules/current/16/160322.pdf,200,,external
241,https://thecompliancestore.com/documents/Illinois%20Supportive%20Living%20Facilities.pdf,302,,external
242,https://thecompliancestore.com/documents/Illinois%20ALF%20Regulations.pdf,302,,external
243,https://www.in.gov/legislative/iac/T04100/A00162.PDF?,200,,external
244,https://www.legis.iowa.gov/docs/iac/chapter/04-29-2015.481.57.pdf,200,,external
245,https://www.legis.iowa.gov/docs/ACO/IAC/LINC/04-29-2015.Chapter.481.60.pdf,302,,external
246,https://www.legis.iowa.gov/docs/iac/chapter/04-29-2015.481.67.pdf,200,,external
247,https://www.legis.iowa.gov/docs/iac/chapter/04-29-2015.481.69.pdf,200,,external
248,https://dhs.iowa.gov/sites/default/files/RCF.pdf,301,,external
249,https://www.kdads.ks.gov/docs/default-source/General-Provider-Pages/provider-statutes-and-regulations/ksa-and-kar-for-adult-care-homes/assisted-living---residential-health-care-facilities.pdf?sfvrsn=9c9706ee_2,200,,external
250,https://thecompliancestore.com/documents/Kentucky%20Assisted%20Living%20Regulations.pdf,302,,external
251,https://thecompliancestore.com/documents/KY%20Personal%20Care%20Home%20Regulations.pdf,302,,external
252,https://ldh.la.gov/assets/medicaid/hss/docs/ARCP/Title48_ARCP.pdf,200,,external
253,https://www.maine.gov/sos/cec/rules/10/144/ch113/assist.doc,301,,external
254,https://thecompliancestore.com/documents/Maine%20Private%20Non-Medical%20Institutions.pdf,302,,external
255,https://thecompliancestore.com/documents/Maine%20Residential%20Care%20Facilities.pdf,302,,external
256,https://thecompliancestore.com/documents/Maryland%20ALF%20Regulations.pdf,302,,external
257,https://www.mass.gov/files/documents/2017/10/19/651cmr12.pdf,404,,external
258,https://dmbinternet.state.mi.us/DMB/ORRDocs/AdminCode/1669_2016-059LR_AdminCode.pdf,200,,external
259,https://www.revisor.mn.gov/statutes/?id=144G&amp;format=pdf,301,,external
110,https://msdh.ms.gov/msdhsite/_static/resources/341.pdf,302,,external
260,https://s1.sos.mo.gov/cmsimages/adrules/csr/current/19csr/19c30-86.pdf,303,,external
261,https://dphhs.mt.gov/Portals/85/qad/documents/LicensureBureau/HealthCareFacilityLicensing/ALF/subchapter28.pdf,302,,external
262,https://dphhs.mt.gov/Portals/85/qad/documents/LicensureBureau/HealthCareFacilityLicensing/ALF/ALFApplication.pdf,302,,external
263,https://dphhs.mt.gov/Portals/85/qad/documents/LicensureBureau/HealthCareFacilityLicensing/mtelderabusepreventionact.pdf,302,,external
264,https://dphhs.mt.gov/Portals/85/qad/documents/LicensureBureau/HealthCareFacilityLicensing/MinimumsforallHCFRules.pdf,302,,external
265,https://leg.mt.gov/bills/mca/title_0500/chapter_0050/part_0110/section_0040/0500-0050-0110-0040.html,302,,external
266,https://www.sos.state.ne.us/rules-and-regs/regsearch/Rules/Health_and_Human_Services_System/Title-175/Chapter-04.pdf,301,,external
267,https://thecompliancestore.com/documents/Nevada%20ALF%20Regulations.pdf,302,,external
268,https://www.dhhs.nh.gov/oos/bhfa/documents/he-p804.pdf,302,,external
269,https://www.dhhs.nh.gov/oos/bhfa/documents/he-p805.pdf,302,,external
270,https://thecompliancestore.com/documents/New%20Jersey%20ALF%20Regulations%20combined%20files.pdf,302,,external
271,https://www.nmcpr.state.nm.us/nmac/parts/title07/07.008.0002.pdf,301,,external
272,https://thecompliancestore.com/documents/New%20York%20Assisted%20Living%20State%20Regulations.pdf,302,,external
273,https://thecompliancestore.com/documents/NC-%20Adult%20Care%20Homes%20of%207%20or%20More%20Beds.pdf,302,,external
274,https://thecompliancestore.com/documents/NC%20-%20Family%20Care%20Homes.pdf,302,,external
275,https://www.legis.nd.gov/cencode/t50c32.pdf,302,,external
276,https://www.legis.nd.gov/cencode/t23c09-3.pdf,302,,external
277,https://www.legis.nd.gov/cencode/t23c09.pdf,302,,external
278,https://www.legis.nd.gov/information/acdata/pdf/75-03-34.pdf,302,,external
279,https://www.legis.nd.gov/information/acdata/pdf/33-03-24.1.pdf,302,,external
280,https://thecompliancestore.com/documents/Ohio%20Residential%20Care%20Facilities%20Administrative%20Code.pdf,302,,external
281,https://www.ok.gov/health2/documents/663%20CC-AL%20Act%20.pdf,200,,external
282,https://www.ok.gov/health2/documents/663.pdf,200,,external
283,https://secure.sos.state.or.us/oard/displayDivisionRules.action?selectedDivision=1775,200,,external
284,https://www.pacode.com/secure/data/055/chapter2800/chap2800toc.html,200,,external
285,https://www.pacode.com/secure/data/055/chapter2600/chap2600toc.html,200,,external
286,https://sos.ri.gov/documents/archives/regdocs/released/pdf/DOH/9140.pdf,302,,external
287,https://www.scdhec.gov/Agency/docs/health-regs/R61-84-CRCF.pdf,301,,external
288,https://www.sdlegislature.gov/docs/Rules/Rules/44/70/4470.docx,301,,external
289,https://publications.tnsosfiles.com/rules/1200/1200-08/1200-08-25.20170509.pdf,301,,external
290,https://thecompliancestore.com/documents/Texas%20Licensing%20Standards%20for%20ALF%20Handbook.pdf,302,,external
291,https://rules.utah.gov/publicat/code_rtf/r432-270.rtf,200,,external
292,https://dail.vermont.gov/sites/dail/files//documents/Assisted_living_regs_final_2003.pdf,302,,external
293,https://dail.vermont.gov/sites/dail/files//documents/Res_Care_Hom_Licensing_Regulations_2000.pdf,302,,external
294,https://www.dss.virginia.gov/files/division/licensing/alf/intro_page/code_regulations/regulations/final_gp_reg.pdf,200,,external
295,https://www.dss.virginia.gov/files/division/licensing/alf/intro_page/code_regulations/regulations/final_bg_checks_for_adcc_%26_alf.pdf,200,,external
296,https://www.dss.virginia.gov/files/division/licensing/alf/intro_page/code_regulations/regulations/final_alf_reg.pdf,200,,external
297,https://thecompliancestore.com/documents/Washington%20ALF%20Regulations.pdf,302,,external
298,https://apps.sos.wv.gov/adlaw/csr/readfile.aspx?DocId=8278&amp;Format=PDF,404,,external
299,https://docs.legis.wisconsin.gov/document/statutes/50.pdf,302,,external
300,https://health.wyo.gov/wp-content/uploads/2016/11/HLS-Rule-Ch-12-Assisted-Living-Facilities.pdf,200,,external
301,https://health.wyo.gov/wp-content/uploads/2016/11/HLS-Rule-Ch-4-Assisted-Living-Facilities.pdf,200,,external
354,https://www.thecompliancestore.net/secure/regulatory-agencies/dol-human-resources/human-resources/,302,,internal
355,https://www.thecompliancestore.net/secure/regulatory-agencies/dol-human-resources/wage-and-hour/,302,,internal
357,https://www.thecompliancestore.net/secure/mds/mds-3-0/rai-manual/,302,,internal
358,https://www.thecompliancestore.net/secure/mds/mds-3-0/appendices/,302,,internal
359,https://www.thecompliancestore.net/secure/mds/mds-3-0/casper-users-guide/,302,,internal
360,https://www.thecompliancestore.net/secure/mds/mds-3-0/data-specifications/,302,,internal
361,https://www.thecompliancestore.net/secure/mds/mds-3-0/payment-information/,302,,internal
362,https://www.thecompliancestore.net/secure/mds/mds-3-0/provider-users-guide/,302,,internal
363,https://www.thecompliancestore.net/secure/mds/mds-3-0/quality-measures/,302,,internal
364,https://www.thecompliancestore.net/secure/mds/mds-3-0/supplemental-documents/,302,,internal
365,https://www.thecompliancestore.net/secure/government-initiatives/mega-rule/general-information/,302,,internal
366,https://www.thecompliancestore.net/secure/government-initiatives/mega-rule/phase-1/,302,,internal
367,https://www.thecompliancestore.net/secure/government-initiatives/mega-rule/phase-2/,302,,internal
368,https://www.thecompliancestore.net/secure/government-initiatives/mega-rule/phase-3/,302,,internal
369,https://www.thecompliancestore.net/secure/tools-and-templates/activities/,302,,internal
370,https://www.thecompliancestore.net/secure/tools-and-templates/administrative-financial/,302,,internal
371,https://www.thecompliancestore.net/secure/tools-and-templates/environmental-services/,302,,internal
372,https://www.thecompliancestore.net/secure/tools-and-templates/food-nutrition-services/,302,,internal
373,https://www.thecompliancestore.net/secure/tools-and-templates/human-resources/,302,,internal
374,https://www.thecompliancestore.net/secure/tools-and-templates/mds/,302,,internal
375,https://www.thecompliancestore.net/secure/tools-and-templates/nursing/,302,,internal
376,https://www.thecompliancestore.net/secure/tools-and-templates/maintenance/,302,,internal
377,https://www.thecompliancestore.net/secure/tools-and-templates/social-services/,302,,internal
378,https://www.thecompliancestore.net/secure/tools-and-templates/therapy/,302,,internal
379,https://www.thecompliancestore.net/secure/tools-and-templates/policies-and-procedures/,302,,internal
380,https://www.thecompliancestore.net/secure/tools-and-templates/staff-development/,302,,internal
381,https://www.thecompliancestore.net/secure/tools-and-templates/survey-management/,302,,internal
382,https://www.thecompliancestore.net/secure/survey-and-certification/appendix-pp-f-tags/,302,,internal
383,https://www.thecompliancestore.net/secure/survey-and-certification/appendix-q-immediate-jeopardy/,302,,internal
384,https://www.thecompliancestore.net/secure/survey-and-certification/appendix-z-e-tags/,302,,internal
385,https://www.thecompliancestore.net/secure/survey-and-certification/clinical-laboratory-improvement-act-clia/,302,,internal
386,https://www.thecompliancestore.net/secure/survey-and-certification/federal-register/,302,,internal
387,https://www.thecompliancestore.net/secure/survey-and-certification/five-star-quality-rating-system/,302,,internal
388,https://www.thecompliancestore.net/secure/survey-and-certification/life-safety-code-survey/,302,,internal
389,https://www.thecompliancestore.net/secure/survey-and-certification/long-term-care-survey-process/,302,,internal
390,https://www.thecompliancestore.net/secure/survey-and-certification/state-operations-manual-som/,302,,internal
391,https://www.thecompliancestore.net/secure/survey-and-certification/survey-and-certification-letters/,302,,internal
392,https://www.thecompliancestore.net/secure/survey-and-certification/transmittals/,302,,internal
393,https://www.thecompliancestore.net/secure/survey-and-certification/veterans-affairs/,302,,internal
394,https://www.thecompliancestore.net/secure/safety/emergency-preparedness/,302,,internal
395,https://www.thecompliancestore.net/secure/safety/epa/,302,,internal
396,https://www.thecompliancestore.net/secure/safety/osha/,302,,internal
397,https://www.thecompliancestore.net/secure/regulatory-agencies/ahrq/,301,,internal
398,https://www.thecompliancestore.net/secure/regulatory-agencies/cdc/,302,,internal
399,https://www.thecompliancestore.net/secure/regulatory-agencies/cms/,302,,internal
400,https://www.thecompliancestore.net/secure/regulatory-agencies/congress/,302,,internal
401,https://www.thecompliancestore.net/secure/regulatory-agencies/dea/,302,,internal
402,https://www.thecompliancestore.net/secure/regulatory-agencies/doj/,302,,internal
403,https://www.thecompliancestore.net/secure/regulatory-agencies/dol-human-resources/,302,,internal
404,https://www.thecompliancestore.net/secure/regulatory-agencies/fda/,302,,internal
405,https://thecompliancestore.com/regulatory-agencies/GAO/index.shtml,200,,external
406,https://www.thecompliancestore.net/secure/regulatory-agencies/hhs/,302,,internal
