"Document ID","Document Title",Categories,"Number of Downloads"
496028,"Medication Management – Medication Administration Policy",Nursing,260
479597,"TOTAL MECHANICAL LIFT (DEPENDENT LIFT) COMPETENCY",Nursing,257
497557,"Nursing Process – Call Lights Accessibility and Timely Response Policy",Nursing,252
473143,"Quality Assurance and Performance Improvement QAPI Policy","Policies and Procedures",251
487794,"IC &#8211; Standard Precautions Infection Control","Policies and Procedures",250
474832,"Document Id: 474832 (Deleted)",,249
487175,"Document Id: 487175 (Deleted)",,249
495500,"Infection Control – Antibiotic Stewardship Program Policy",Nursing,248
499062,"Clinical – Hemodialysis Policy",Nursing,244
506132,"IC &#8211; COVID-19 Vaccination Consent/Declination &#8211; FORM","Policies and Procedures",244
497526,"Nursing Process – Documentation in Medical Record Policy",Nursing,243
500453,"5 Whys for RCA &#8211; Falls (TOOL)",Nursing,241
518818,"NSG – Fall Prevention and Management","Policies and Procedures",240
467174,"Falls Policy","Policies and Procedures",239
478776,"Nsg &#8211; Safe Lifting and Movement of Residents","Policies and Procedures",239
496842,"Document Id: 496842 (Deleted)",,237
495390,"Infection Control – Influenza Vaccination Policy",Nursing,235
476653,"PHARM &#8211; Psychotropic Medications","Policies and Procedures",232
474380,"IC &#8211; Infection Preventionist","Policies and Procedures",231
478334,"IC &#8211; Antibiotic Stewardship Program","Policies and Procedures",231
518577,"QAPI template 2024",Administrative,230
473070,"Compliance with Reporting Allegations of Abuse/Neglect/Exploitation",Nursing,222
495829,"IC &#8211; COVID-19 Visitation &amp; Communal Activities/Dining Revised 05182023","Policies and Procedures",222
474378,"MDS &#8211; Comprehensive Care Plan","Policies and Procedures",221
471155,"HR Attendance Policy","Policies and Procedures",218
495007,"Administration – Resident Smoking Policy",Administrative,217
467227,"Elopements and Wandering residents","Policies and Procedures",215
487178,"Nsg &#8211; Catheter Care","Policies and Procedures",211
495418,"Infection Control – Infection Prevention and Control Program Policy",Nursing,209
471189,"HR User Request FORM","Policies and Procedures",207
466950,"Resident Rights","Policies and Procedures",206
504676,"Wound Management – Pressure Injury Prevention and Management Policy",Nursing,202
495970,"Document Id: 495970 (Deleted)",,201
495446,"Infection Control – Hand Hygiene Policy",Nursing,200
472007,"NSG &#8211; Safe Resident Handling and Transfers","Policies and Procedures",199
472174,"NSG &#8211; Elopement and Unsafe Wandering Risk Identification Form","Policies and Procedures",199
500071,"Infection Control – COVID-19 Vaccination",Nursing,194
481934,"DTY &#8211; Weight Monitoring Policy","Policies and Procedures",191
496598,"Nursing Process – Fall Risk Assessment Policy",Nursing,188
511071,"Clearview Orientation Outline 2024","Human Resources",188
519596,"IC &#8211; Enhanced Barrier Precautions","Policies and Procedures",188
476659,"PHARM &#8211; Medication Reconciliation","Policies and Procedures",187
495347,"Infection Control – Pneumococcal Vaccine Series Policy",Nursing,185
479580,"Skin Audit Form for Investigations and Skin Sweeps",Administrative,184
467283,"Infection Control Checklist","Survey Management",183
500286,"Infection Control – COVID-19 Infection Control Observations",Nursing,182
467106,"Influenza Vaccination Policy","Policies and Procedures",181
476799,"Document Id: 476799 (Deleted)",,181
495827,"IC &#8211; Visitor Signage COVID prevention 05182023 TOOL","Policies and Procedures",181
479578,"CNA Bath Shower Sheet",Nursing,180
495024,"Administration – Resident Personal Belongings Policy",Administrative,178
496495,"Medication Administration Competency Checklist","Policies and Procedures",178
471061,"ADMIN-Transfer and Discharge (including AMA) FORM AMA","Policies and Procedures",175
517953,"Document Id: 517953 (Deleted)",,175
495337,"Infection Control – Resident Screening for Tuberculosis Policy",Nursing,174
496092,"Wound Management – Skin Assessment Policy",Nursing,174
466964,"Document Id: 466964 (Deleted)",,171
501972,"Nursing Process – Proper Use of Bed Rails Policy",Nursing,171
474372,"MDS &#8211; Baseline Care Plan","Policies and Procedures",170
495823,"Document Id: 495823 (Deleted)",,170
510675,"Medication Administration Policy","Policies and Procedures",168
471291,"NSG &#8211; Accidents and Supervision","Policies and Procedures",167
496334,"Baseline Care Plan Policy",MDS,165
497359,"Resident and Family Grievances Policy","Social Services",165
499989,"Hand Hygiene &#8211; COMPETENCY",Nursing,165
466926,"Hand Hygiene Policy","Policies and Procedures",164
471562,"NSG &#8211; Indwelling Catheter Use and Removal Policy","Policies and Procedures",163
503116,"Document Id: 503116 (Deleted)",,163
522602,"IC &#8211; Influenza Vaccination","Policies and Procedures",162
510092,"Document Id: 510092 (Deleted)",,160
510094,"Document Id: 510094 (Deleted)",,158
514242,"Enhanced Barrier Precaution","Policies and Procedures",158
494981,"Administration &#8211; Theft and Loss Program",Administrative,156
508158,"Infection Control Signage Droplet Contact isolation etc.",Nursing,156
510084,"Document Id: 510084 (Deleted)",,156
496325,"Critical Element Pathways – Medication Administration CMS 20056","Survey Management",155
500256,"Infection Control &#8211; Antibiotic Stewardship Action Plan",Nursing,155
504431,"Employee TB Risk Assessment","Policies and Procedures",155
481112,"DTY &#8211; Use and Storage of Food Brought in by Family or Visitors","Policies and Procedures",154
495944,"Clinical – Appropriate Use of Indwelling Catheters Policy",Nursing,153
497587,"Fall &#8211; Fall Interventions List",Nursing,153
490388,"Exempt Staffing Bonus","Policies and Procedures",152
496537,"Nursing Process – Promoting Maintaining Resident Dignity Policy",Nursing,152
518893,"IC &#8211; Infection Prevention and Control Program","Policies and Procedures",152
466958,"Document Id: 466958 (Deleted)",,151
496582,"Nursing Process – Incidents and Accidents Policy",Nursing,150
508497,"Document Id: 508497 (Deleted)",,150
472343,"COMPLIANCE &#8211; Protecting &amp; Ensuring Resident Rights","Policies and Procedures",148
470779,"ADT &#8211; Admission Requirements","Policies and Procedures",147
496367,"Discharge Planning Process Policy",MDS,147
467182,"TB Infection Control Policy","Policies and Procedures",146
483859,"Education Relias Enhanced Barrier Precautions Quarter 1",Administrative,146
504358,"Abuse, Neglect, Exploitation Policy",Administrative,146
471143,"HR Attendance Counseling FORM","Policies and Procedures",145
477784,"Document Id: 477784 (Deleted)",,145
496408,"Nursing Process – Weight Monitoring Policy",Nursing,145
499802,"COVID-19 Vaccine Consent Form",Nursing,145
506144,"Document Id: 506144 (Deleted)",,144
475723,"Matrix Provider Training","Staff Development",143
495486,"Infection Control – Cleaning and Disinfection of Resident Care Equipment Policy",Nursing,143
480955,"Document Id: 480955 (Deleted)",,142
465378,"Document Id: 465378 (Deleted)",,141
496588,"Nursing Process – Hydration Policy",Nursing,141
493066,"Document Id: 493066 (Deleted)",,140
495940,"Document Id: 495940 (Deleted)",,140
500763,"NSG-Cardiopulmonary Resuscitation","Policies and Procedures",140
471961,"DON Resource Guide",Nursing,139
488380,"Orientation &#8211; Nurse Competency Checklist","Human Resources",139
510694,"Document Id: 510694 (Deleted)",,139
523487,"IC &#8211; Influenza Exposure Control","Policies and Procedures",139
481975,"Abuse, Neglect and Exploitation Policy",Administrative,138
472215,"NSG &#8211; Verifying Placement of Tube Feeding Policy","Policies and Procedures",137
502767,"NSG- Bed Rail Consent",Nursing,137
477317,"Abuse, Neglect and Exploitation Policy",Administrative,135
503605,"Daily Clinical Standdown Checklist",Nursing,135
522304,"ADMIN &#8211; Smoking Policy","Policies and Procedures",135
466962,"Infection Surveillance Policy","Policies and Procedures",134
495460,"Infection Control – Employee Tuberculosis Testing Policy",Nursing,134
495478,"Infection Control – COVID-19 and COVID-19 Vaccine Reporting",Nursing,134
495484,"Infection Control – Coronavirus Prevention and Response Policy",Nursing,134
496026,"Medication Management – Medication Administration via Enteral Tube Policy",Nursing,134
511991,"Mentor Program","Human Resources",134
471728,"Compliance- Code of Conduct","Policies and Procedures",133
473046,"Infection Preventionist Policy","Policies and Procedures",133
495934,"Clinical – Catheter Care Policy",Nursing,133
510669,"Blood Glucose Monitoring and Cleaning &#8211; Infection Control","Policies and Procedures",133
495394,"Infection Control – Influenza Exposure Control Policy",Nursing,132
495936,"Clinical – Care and Treatment of Feeding Tubes Policy",Nursing,132
508519,"TB Screening for Employee and Residents","Policies and Procedures",132
509366,"RSV Consent FORM",Nursing,132
473829,"Abuse Prevention Program","Policies and Procedures",131
474607,"Document Id: 474607 (Deleted)",,131
471989,"NSG &#8211; Blood Glucose Monitoring","Policies and Procedures",130
503868,"Covid Return To Work Criteria for HCP","Policies and Procedures",130
470904,"ACT &#8211; Resident and Family Groups FORM &#8211; Resident Council","Policies and Procedures",128
473145,"Call Light: Accessibility and Timely Response",Nursing,128
506563,"ADT &#8211; Admission Policy","Policies and Procedures",128
497583,"Nursing Process – Accidents and Supervision Policy",Nursing,127
487092,"Employee COVID-19 Vaccinations Policy","Human Resources",126
511982,"SDC Staff Development Coordinator Orientation Checklist","Human Resources",126
506507,"ADT &#8211; Admission Overview","Policies and Procedures",125
480637,"IC &#8211; Legionella Surveillance Policy","Policies and Procedures",124
495145,"Emergency Preparedness – Fire and Disaster Safety Plan Policy",Administrative,124
495903,"Clinical – Indwelling Catheter Use and Removal Policy",Nursing,124
499478,"Administrative – Unusual Occurences Policy",Administrative,124
497570,"Nursing Process – Admission Orders Policy",Nursing,123
507768,"Document Id: 507768 (Deleted)",,123
467292,"Wound Care- Wound Treatment Management","Policies and Procedures",122
471208,"SKIN &#8211; Clean Dressing Change Policy","Policies and Procedures",122
471816,"ACT &#8211; Volunteer Orientation","Policies and Procedures",122
484887,"Emergency Code/CPR and Choking Policy and Procedure","Policies and Procedures",122
493228,"Infection Prevention and Control Risk Assessment","Policies and Procedures",122
495946,"Clinical – Appropriate Use of Feeding Tubes Policy",Nursing,122
513840,"Document Id: 513840 (Deleted)",,122
471965,"Document Id: 471965 (Deleted)",,121
471516,"NSG &#8211; Activities of Daily Living (ADLs)","Policies and Procedures",120
504217,"Document Id: 504217 (Deleted)",,120
467318,"Wound Care- Clean Dressing Change","Policies and Procedures",119
471814,"ACT &#8211; Life Enrichment Program Calendar","Policies and Procedures",119
475110,"CDC Infection Prevention Module Summary","Staff Development",119
496488,"Licensed Nurse Competency Checklist","Policies and Procedures",119
500292,"Infection Control – EC 101 Environmental Cleaning and Disinfection Principles of Infection",Nursing,119
501943,"Document Id: 501943 (Deleted)",,119
495351,"Infection Control – Personal Protective Equipment Policy",Nursing,118
496014,"Medication Management – Medication Storage Policy",Nursing,118
506148,"Document Id: 506148 (Deleted)",,118
496514,"Nursing Process – Restraint Free Environment Policy",Nursing,117
524184,"Document Id: 524184 (Deleted)",,116
472881,"DTY &#8211; Food Temperatures","Policies and Procedures",115
495036,"Administration – Readmission to Facility Policy",Administrative,115
495506,"Infection Control – Administration and Interpretation of Tuberculin Skin Tests Policy",Nursing,115
516481,"Corrective Action Form","Human Resources",114
496562,"Document Id: 496562 (Deleted)",,113
501633,"Document Id: 501633 (Deleted)",,113
466924,"Standard Precautions Infection Control Policy","Policies and Procedures",112
470898,"ACT &#8211; Activites","Policies and Procedures",111
484587,"New Admission/Readmission Report Sheet",Nursing,111
496600,"Document Id: 496600 (Deleted)",,111
513419,"Document Id: 513419 (Deleted)",,111
474834,"Document Id: 474834 (Deleted)",,110
485113,"Document Id: 485113 (Deleted)",,110
483263,"ClearView Clinical at Risk Behavior Meeting Guidelines","Social Services",109
495243,"HIPAA – Release of Medical Records Policy","Policies and Procedures",109
499933,"Caring Partner &amp; Grievance Program",Administrative,109
505961,"Updated Clinically At Risk (CAR) policy","Policies and Procedures",109
467108,"Pneumococcal Vaccine (Series) Policy","Policies and Procedures",108
495257,"HIPAA – Confidentiality of Personal and Medical Records Policy","Policies and Procedures",108
495825,"Clinical – Oxygen Concentrator Policy",Nursing,108
470433,"Document Id: 470433 (Deleted)",,107
471147,"HR Annual and 90 Day Performance Evaluation FORM","Policies and Procedures",107
478533,"IC &#8211; N95 Fit Testing Employee Record &#8211; TOOL","Policies and Procedures",107
495107,"Document Id: 495107 (Deleted)",,107
496486,"Document Id: 496486 (Deleted)",,107
499962,"ClearView Principles and Rules of Conduct","Human Resources",107
467027,"MDRO Infection Policy","Policies and Procedures",106
476374,"SS- Trauma Informed Care","Policies and Procedures",106
495911,"Fluid Restriction Policy","Food and Nutrition Services",106
496890,"Social Services Policy","Social Services",106
504392,"Employee File Checklist","Human Resources",106
510241,"Daily Clinical Meeting Guidelines V3",Nursing,106
467029,"HIPPA- Confidentiality of Personal and Medical Records","Policies and Procedures",105
481805,"NSG &#8211; Nursing Services-Registered Nurse (RN)","Policies and Procedures",105
488378,"Orientation &#8211; GNA/CNA Competency Checklist","Human Resources",105
495005,"Routine Cleaning and Disinfection Policy","Environmental Services",105
496046,"Document Id: 496046 (Deleted)",,105
496338,"Care Plan Revisions Upon Status Change Policy",MDS,105
496511,"Nursing Process – Safe Resident Handling Transfers Policy",MDS,105
497394,"QAPI &#8211; Performance Improvement Projects &#8211; Falls Prevention PIP Packet Template","Policies and Procedures",104
499224,"Accidents and Supervision",Nursing,104
526874,"2025 ClearView Orientation Power Point","Staff Development",104
466972,"Admission of a Resident Policy","Policies and Procedures",103
467576,"Reportable Events","Policies and Procedures",103
495813,"Clinical &#8211; Physician Services Policy",Nursing,103
496020,"Medication Management – Medication Orders Policy",Nursing,103
496516,"Nursing Process – Restorative Nursing Programs Policy",Nursing,103
497873,"Document Id: 497873 (Deleted)",,103
504692,"Wound Management – Documentation of Wound Treatments Policy",Nursing,103
520437,"IC – Respiratory Syncytial Virus (RSV) Vaccination","Policies and Procedures",103
499966,"PTO Policy 1.1.2023","Human Resources",102
506128,"Document Id: 506128 (Deleted)",,102
512854,"Administration – Informed Consent Policy",Administrative,102
466075,"Document Id: 466075 (Deleted)",,101
483948,"Document Id: 483948 (Deleted)",,101
503073,"PHARM &#8211; High Risk Medications &#8211; Anticoagulants","Policies and Procedures",101
522600,"IC &#8211; COVID-19 Vaccination","Policies and Procedures",101
487173,"IC &#8211; Employee Work Restrictions","Policies and Procedures",100
487466,"AUDIT TOOL &#8211; Smoking","Survey Management",100
500308,"Infection Control – Hand Hygiene Inservice Guideline",Nursing,100
509830,"Nursing Process – Transportation Policy",Nursing,100
471818,"ACT &#8211; Volunteer Orientation FORM","Policies and Procedures",99
482651,"Document Id: 482651 (Deleted)",,99
482973,"Quick Reference Guide to Matrix Reports",Nursing,99
485990,"Resident Rights Policy","Policies and Procedures",99
494998,"Administration – Safe and Homelike Environment Policy",Administrative,99
499970,"Weekend Warrior Policy","Human Resources",99
504028,"Clearview Narcotic Count Sheet",Nursing,99
487697,"Document Id: 487697 (Deleted)",,98
495219,"Administration – Bed Hold Notice Upon Transfer Policy",Administrative,98
496847,"Behavioral Health Services Policy","Social Services",98
499964,"Employee Master Change Form","Human Resources",98
511980,"Tuition Reimbursement Policy","Human Resources",98
471332,"DTY &#8211; Available Diets","Policies and Procedures",97
476288,"Document Id: 476288 (Deleted)",,97
477914,"IC &#8211; Responding to Positive TB Tests","Policies and Procedures",97
485411,"CPR policy",Nursing,97
486952,"Influenza Consent RESIDENT",Nursing,97
489621,"Sample IJ Abatement F880 Glucometer Cleaning","Survey Management",97
500288,"Infection Control – COVID-19 Tools and Resources List",Nursing,97
506134,"IC &#8211; COVID-19 Vaccine Information Statement (VIS) &#8211; TOOL","Policies and Procedures",97
512541,"Document Id: 512541 (Deleted)",,97
471065,"ADMIN-Readmission to Facility","Policies and Procedures",96
477910,"IC &#8211; Glucometer Disinfection","Policies and Procedures",96
486117,"Document Id: 486117 (Deleted)",,96
497380,"Social Services Binder Basics","Social Services",96
497531,"Nursing Process – Discharge Summary Policy",Nursing,96
499193,"Care and Treatment of Feeding Tube","Policies and Procedures",96
503971,"NSG-Hemodialysis Policy","Policies and Procedures",96
471520,"NSG &#8211; Call Lights: Accessibility and Timely Response","Policies and Procedures",95
479775,"Skin &#8211; Turning and Repositioning","Policies and Procedures",95
486956,"Pneumococcal Vaccine Consent",Nursing,95
495434,"Infection Control – Head Lice and Scabies Exposure and Treatment Policy",Nursing,95
495905,"Clinical – Incontinence Policy",Nursing,95
500217,"Pre-Employment Reference Check Form","Human Resources",95
500266,"Infection Control – Catheter Associated Urinary Tract Infection",Nursing,95
466952,"Bloodborne Pathogens: Occupational Exposure Policy","Policies and Procedures",94
467077,"COVID-19 Positive Resident Notification FORM","Policies and Procedures",94
467377,"Focused Infection Control Entrance Worksheet","Survey Management",94
487457,"AUDIT TOOL &#8211; Safe Resident Handling Lift","Survey Management",94
500137,"Enhanced Barrier Precautions Training",Nursing,94
507719,"Relias Education Preventing-Recognizing Abuse Post Exam",Administrative,94
511279,"ADMIN-Release of Medical Records",Administrative,94
467102,"Document Id: 467102 (Deleted)",,93
471159,"HR Disciplinary Action Policy","Policies and Procedures",93
473075,"Document Id: 473075 (Deleted)",,93
475595,"HR &#8211; Nurse Staffing Posting","Policies and Procedures",93
494975,"Administration – Therapeutic Leave Policy",Administrative,93
495261,"Infection Control – Water Management Program Policy",Nursing,93
495399,"Infection Control – Infection Surveillance Policy",Nursing,93
495502,"Infection Control – Antibiotic Prescribing Practices Policy",Nursing,93
496110,"Wound Management – Clean Dressing Change Policy",Nursing,93
497355,"Grievance Form","Social Services",93
504396,"Document Id: 504396 (Deleted)",,93
507855,"ADMIN- Emergency Staffing Plan: COVID-19","Policies and Procedures",93
510101,"Nursing Process – Bladder and Bowel Incontinence A Care Solution",Nursing,93
465716,"Document Id: 465716 (Deleted)",,92
467037,"Document Id: 467037 (Deleted)",,92
495325,"Infection Control – Return to Work Criteria for HCP with COVID-19 Infection or Exposure to COVID-19 Policy",Nursing,92
495494,"Infection Control – Bloodborne Pathogens Contaminated Sharps Occupational Exposure Policy",Nursing,92
497578,"Nursing Process – Activities of Daily Living Policy",Nursing,92
499064,"Document Id: 499064 (Deleted)",,92
466917,"Personal Protective Equipment Policy","Policies and Procedures",91
467217,"Document Id: 467217 (Deleted)",,91
467279,"Wound Care- Pressure Injuries Overview","Policies and Procedures",91
474403,"NSG &#8211; Proper Use of Side Rails","Policies and Procedures",91
496849,"Change of Room or Roommate Policy","Social Services",91
497541,"Nursing Process – Care Planning Special Needs Dialysis Policy",Nursing,91
497613,"Falls Prevention Binder Basics",Nursing,91
467248,"Baseline Care Plans","Policies and Procedures",90
467375,"Focused Infection Control Survey Protocol","Survey Management",90
484897,"Document Id: 484897 (Deleted)",,90
523572,"IC &#8211; Transmission-Based (Isolation) Precautions","Policies and Procedures",90
495321,"Infection Control – Standard Precautions Infection Control Policy",Nursing,89
505617,"IC &#8211; N95 Fit Testing","Policies and Procedures",89
467157,"Document Id: 467157 (Deleted)",,88
472135,"DTY &#8211; Dining Experience Staff Responsibilities","Policies and Procedures",88
495129,"Administration – Hospice Services Facility Agreement Policy",Administrative,88
499982,"Interview Questionnaire","Human Resources",88
502816,"Document Id: 502816 (Deleted)",,88
527055,"Investigation New or Worsened Pressure Area",Nursing,88
471069,"ADMIN-Hospice Services Facility Agreement","Policies and Procedures",87
471161,"HR Dress Code Policy","Policies and Procedures",87
472155,"NSG &#8211; Pain Management Policy","Policies and Procedures",87
473116,"Document Id: 473116 (Deleted)",,87
486727,"CEP- Medication Administration","Survey Management",87
489139,"Nsg &#8211; Perineal Care","Policies and Procedures",87
493689,"Document Id: 493689 (Deleted)",,87
495942,"Clinical – Assisted Nutrition and Hydration Policy",Nursing,87
501505,"Verifying Placement of Feeding Tube","Policies and Procedures",87
509561,"Infection Prevention and Control Program Policy","Policies and Procedures",87
471067,"ADMIN-Transfer Agreement","Policies and Procedures",86
478986,"Document Id: 478986 (Deleted)",,86
495317,"Infection Control – TB Infection Control Plan Policy",Nursing,86
500073,"Infection Control – Coronavirus Testing Policy",Nursing,86
501660,"Notification of Changes","Policies and Procedures",86
509343,"Document Id: 509343 (Deleted)",,86
512791,"Enhanced Barrier Precautions Resident Door Sign &#8211; TOOL",Nursing,86
467327,"Food Brought in By Families Policy","Policies and Procedures",85
472440,"Document Id: 472440 (Deleted)",,85
484771,"Social Services &#8211; Bioethics Committee Policy","Social Services",85
522604,"IC &#8211; Employee Flu Shot Consent 2024-2025 FORM","Policies and Procedures",85
483857,"Education Relias Dementia Challenging Behaviors Quarter 1",Administrative,84
484891,"Document Id: 484891 (Deleted)",,84
488325,"New Hire &#8211; TB Screening Form","Human Resources",84
499968,"Weekend Warrior Agreement","Human Resources",84
508111,"Wound Management – Pressure Injury Prevention Guidelines Policy",Nursing,84
520435,"IC – Management of Respiratory Syncytial Virus (RSV)","Policies and Procedures",84
471414,"ADMIN &#8211; Safety Checks FORM","Policies and Procedures",83
485356,"Abuse, Neglect, Mistreatment, Exploitation, Misappropriation &#8211; Prevention, Identification, Investigation and Reporting","Policies and Procedures",83
495374,"Infection Control – Management of Candida Auris Policy",Nursing,83
495442,"Infection Control – Handling Clean Linen Policy",Nursing,83
496545,"Nursing Process – Physician Visits and Physician Delegation Policy",Nursing,83
500258,"Infection Control – Antibiotic Stewardship Toolkit",Nursing,83
466938,"Document Id: 466938 (Deleted)",,82
467075,"COVID-19 Positive Employee Notification FORM","Policies and Procedures",82
470900,"ACT &#8211; Companion Animal Visits","Policies and Procedures",82
487121,"Document Id: 487121 (Deleted)",,82
495339,"Life Safety Code – Oxygen Safety Policy",Maintenance,82
495482,"Infection Control – Coronavirus Surveillance Policy",Nursing,82
495815,"Clinical – Peritoneal Dialysis Policy",Nursing,82
500451,"Document Id: 500451 (Deleted)",,82
513651,"Transfer and Discharge including AMA policy","Policies and Procedures",82
522608,"IC &#8211; Influenza (Flu) Vaccine (Inactivated or Recombinant) English VIS: TOOL","Policies and Procedures",82
465718,"Document Id: 465718 (Deleted)",,81
467222,"Behavior Management Program FlowChart","Policies and Procedures",81
480578,"DTY &#8211; Food Storage","Policies and Procedures",81
485179,"Hand Hygiene Policy","Policies and Procedures",81
486848,"Document Id: 486848 (Deleted)",,81
498211,"Resident and Room Rounds Observations",Administrative,81
508649,"Document Id: 508649 (Deleted)",,81
514522,"Clinical Process Resource Guide",Nursing,81
467236,"Document Id: 467236 (Deleted)",,80
467297,"Wound Care- Dressing Change","Policies and Procedures",80
480349,"Document Id: 480349 (Deleted)",,80
486992,"McGeer Criteria Surveillance Worksheet",Nursing,80
487452,"AUDIT TOOL &#8211; Falls","Survey Management",80
503862,"Nursing Process &#8211; Nasogastric Tubes for Enteral Feedings Policy",Nursing,80
527040,"2025 ClearView Orientation Outline","Staff Development",80
495076,"Administration – QAPI Coordination in Situations of Abuse Neglect and Exploitation Policy",Administrative,79
496032,"Medication Management – Labeling of Medications and Biologicals Policy",Nursing,79
500841,"Orientation Policy","Human Resources",79
506345,"Nursing Process – Coordination of Hospice Services Policy",Nursing,79
508914,"Document Id: 508914 (Deleted)",,79
473904,"QAPI Meeting Minutes Form",Administrative,78
486145,"Document Id: 486145 (Deleted)",,78
487185,"IC &#8211; Personal Protective Equipment","Policies and Procedures",78
487538,"AUDIT TOOL &#8211; Emergency Management Code Status","Survey Management",78
495364,"Infection Control – Management of Respiratory Syncytial Virus RSV Policy",Nursing,78
496002,"Medication Management – Physician Order Reviews Policy",Nursing,78
501392,"Nursing Process &#8211; Effective Communication Policy",Nursing,78
503603,"Document Id: 503603 (Deleted)",,78
510655,"Covid 19 Vaccination Policy","Policies and Procedures",78
510677,"Nursing Services and Sufficient Staffing","Policies and Procedures",78
465666,"Document Id: 465666 (Deleted)",,77
487430,"AUDIT TOOL &#8211; Elopement","Survey Management",77
488368,"Interview Guide &#8211; RN/LPN/GNA","Human Resources",77
495378,"Infection Control – Laundry Policy",Nursing,77
497572,"Nursing Process – ADL Care of Dementia Unit Residents Policy",Nursing,77
502727,"NSG- Bed Rails","Policies and Procedures",77
467017,"Perineal Care policy","Policies and Procedures",76
470888,"ACT &#8211; Activity Director Qualifications","Policies and Procedures",76
484798,"NSG &#8211; Resident Choice: Risk vs. Benefit","Policies and Procedures",76
494220,"Activities Policy",Activities,76
495002,"Administration – Resident Smoking Smoke Free Facility Policy",Administrative,76
497124,"Behavior Management Plan Policy","Policies and Procedures",76
500131,"Document Id: 500131 (Deleted)",,76
501590,"Behavioral Management Committee","Policies and Procedures",76
510243,"Quality Care Huddle Form",Nursing,76
467202,"COVID-19 CPR on COVID Positive Residents","Policies and Procedures",75
479882,"Document Id: 479882 (Deleted)",,75
486954,"Document Id: 486954 (Deleted)",,75
495973,"Infection Prevention and Control Program",Nursing,75
496529,"Nursing Process – Provision of Physician Ordered Services Policy",Nursing,75
499826,"Document Id: 499826 (Deleted)",,75
500260,"Infection Control – Antibiotic Stewardship A Compliance Solution",Nursing,75
522606,"IC &#8211; Resident flu shot consent/declination FORM","Policies and Procedures",75
522933,"Document Id: 522933 (Deleted)",,75
467999,"Document Id: 467999 (Deleted)",,74
471680,"ACT &#8211; Activity Interest Review","Policies and Procedures",74
473902,"QAPI Manual",Administrative,74
477912,"IC &#8211; Responding to Suspected TB","Policies and Procedures",74
478165,"COVID Outbreak Checklist",Nursing,74
486687,"CEP- Infection Prevention Control","Survey Management",74
486693,"Document Id: 486693 (Deleted)",,74
495018,"Environmental Services Safety Procedures Policy","Environmental Services",74
495047,"Document Id: 495047 (Deleted)",,74
495436,"Infection Control – Handling Soiled Linen Policy",Nursing,74
496056,"Medication Management – Consulting Physician Practitioner Orders Policy",Nursing,74
